algoritmo,caso,tamanho,tempo_medio,tempo_std,tempo_min,tempo_max
quick_sort,medio,1,0.0006503949960460835,0.0028469697177800463,3.0999653972685337e-06,0.0127453999593853
quick_sort,medio,4,1.3399997260421515e-05,5.874826941540731e-06,7.599999662488699e-06,3.3999967854470015e-05
quick_sort,medio,16,2.588500501587987e-05,5.9597039703746085e-06,2.160004805773497e-05,4.899996565654874e-05
quick_sort,medio,64,0.00010318499989806751,2.5825178493566174e-05,8.559995330870152e-05,0.0001665000454522
quick_sort,medio,256,0.000520089993369715,0.00011538946896950267,0.0004321999731473,0.000800900044851
quick_sort,medio,1024,0.0025955000019166103,0.00048308082041366354,0.0022491000127047,0.0044292000238783
quick_sort,medio,4096,0.01155545999354212,0.000858071248097749,0.0101320999674499,0.0130450999713502
quick_sort,medio,16384,0.053171560002374406,0.006790632977848062,0.0469834999530576,0.0730495000025257
quick_sort,medio,65536,0.2273106750042643,0.03773654962702678,0.1959996999939903,0.3673488000058569
quick_sort,medio,262144,1.0224855600099545,0.11198348874907131,0.9043667999794708,1.2560108000179753
quick_sort,medio,1048576,4.9831786549999375,0.6469572286537293,4.40658860001713,6.622533600020688
quick_sort,melhor,1,3.915003617294133e-06,2.031150455342784e-06,2.3999600671231747e-06,9.60001489147544e-06
quick_sort,melhor,4,3.902500902767744e-05,0.00010095799166059045,6.499991286545992e-06,0.0004657999961636
quick_sort,melhor,16,2.5459995958954097e-05,1.111226716587105e-05,1.5700003132224083e-05,5.380000220611692e-05
quick_sort,melhor,64,8.301000925711658e-05,2.2993940562830533e-05,6.67999847792089e-05,0.0001654000370763
quick_sort,melhor,256,0.000382299997727335,8.1073937381667e-05,0.0003092000260949,0.0006353000062517
quick_sort,melhor,1024,0.0018242499994811999,0.0002066268133297828,0.0015800999826751,0.0023377999896183
quick_sort,melhor,4096,0.008027130001573771,0.0007299477139044746,0.0069140000268816,0.0095725000137463
quick_sort,melhor,16384,0.03566613000293724,0.00150950913006543,0.0320792000275105,0.037810499954503
quick_sort,melhor,65536,0.1592399550019763,0.009869417578170947,0.1462088000262156,0.1807524000178091
quick_sort,melhor,262144,0.7705906550050713,0.08334037991702557,0.6611084000323899,0.8958392000058666
quick_sort,melhor,1048576,3.7018353199993728,0.14621687181232035,3.509305899962783,4.030164999945555
quick_sort,pior,1,0.0004783249925821998,0.0020989655713932473,3.3999676816165447e-06,0.0093958000070415
quick_sort,pior,4,1.8229993293061854e-05,1.689572482807534e-05,8.700008038431406e-06,8.550001075491309e-05
quick_sort,pior,16,3.5725004272535445e-05,1.2481638949213982e-05,2.300000051036477e-05,6.989995017647743e-05
quick_sort,pior,64,0.0001208399946335276,3.525246100307158e-05,8.339999476447701e-05,0.0002307999529875
quick_sort,pior,256,0.000521380006102805,0.00010286918320420335,0.0004172999761067,0.0008007999858818
quick_sort,pior,1024,0.002436145005049135,0.0001566052025852201,0.0022089999984018,0.0027721000369638
quick_sort,pior,4096,0.011384369988809295,0.0007784746873537961,0.0100510999909602,0.0128999999724328
quick_sort,pior,16384,0.05093321000458667,0.007062619451953537,0.0457893999991938,0.0773373999982141
quick_sort,pior,65536,0.20201856499479615,0.011526091407248612,0.190667399961967,0.2416014000191353
quick_sort,pior,262144,0.8656853999942541,0.04447213848345798,0.8040754999965429,0.9741009999997914
quick_sort,pior,1048576,3.7237112999951933,0.1303047684545765,3.4929942000308074,3.98561289999634
